COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,COMPENSATION_AMOUNT,CLIENT_ID,CREATED_DATE
28563,2014-04-01,2014-06-30,21328,2000,12331,2014-10-17
28565,2014-07-01,2014-09-30,21301,6750,11912,2014-10-17
28566,2014-07-01,2014-09-30,21301,450,15844,2014-10-17
28567,2014-07-01,2014-09-30,21301,900,19941,2014-10-17
28568,2014-07-01,2014-09-30,17024,10000,19022,2014-10-17
28569,2014-07-01,2014-09-30,17024,6000,11764,2014-10-17
28570,2014-07-01,2014-09-30,17590,14500,12547,2014-10-17
28571,2014-07-01,2014-09-30,16868,10000,19022,2014-10-17
28572,2014-07-01,2014-09-30,16868,6000,11764,2014-10-17
28573,2014-01-01,2014-03-31,21330,350,19802,2014-10-17
28574,2014-04-01,2014-06-30,21330,350,19802,2014-10-17
28575,2014-04-01,2014-06-30,21330,800,19901,2014-10-17
28576,2014-01-01,2014-03-31,21330,1000,19901,2014-10-17
28577,2014-04-01,2014-06-30,21330,525,22941,2014-10-17
28581,2014-07-01,2014-09-30,17584,1424,21421,2014-10-17
28582,2014-07-01,2014-09-30,17584,3960,20682,2014-10-17
28583,2014-07-01,2014-09-30,17784,3500,15781,2014-10-17
28584,2014-07-01,2014-09-30,17784,5000,21542,2014-10-17
28585,2014-07-01,2014-09-30,20281,8750,23081,2014-10-17
28599,2014-07-01,2014-09-30,20881,4000,18266,2014-10-17
28600,2014-01-01,2014-03-31,21331,567,22130,2014-10-17
28601,2014-04-01,2014-06-30,21331,693,22130,2014-10-17
28602,2014-01-01,2014-03-31,21331,5617,12494,2014-10-17
28603,2014-04-01,2014-06-30,21331,18187,12494,2014-10-17
28604,2014-01-01,2014-03-31,21331,5617,12497,2014-10-17
28605,2014-04-01,2014-06-30,21331,18187,12497,2014-10-17
28606,2014-04-01,2014-06-30,21331,12089,21421,2014-10-17
28607,2014-01-01,2014-03-31,21331,6467,21421,2014-10-17
28608,2014-04-01,2014-06-30,21331,13374,18005,2014-10-17
28609,2014-01-01,2014-03-31,21331,53253,18005,2014-10-17
28610,2014-04-01,2014-06-30,21331,15000,22131,2014-10-17
28611,2014-01-01,2014-03-31,21331,4562,22131,2014-10-17
28612,2014-01-01,2014-03-31,21331,1432,22129,2014-10-17
28613,2014-01-01,2014-03-31,21331,2458,20464,2014-10-17
28614,2014-01-01,2014-03-31,21331,750,17042,2014-10-17
28615,2014-04-01,2014-06-30,21331,6937,17042,2014-10-17
28616,2014-04-01,2014-06-30,21331,5562,15468,2014-10-17
28617,2014-01-01,2014-03-31,21331,53253,18004,2014-10-17
28618,2014-04-01,2014-06-30,21331,13374,18004,2014-10-17
28619,2014-04-01,2014-06-30,21331,20703,20682,2014-10-17
28620,2014-01-01,2014-03-31,21331,22979,20682,2014-10-17
28621,2014-07-01,2014-09-30,16331,5424,13687,2014-10-17
28622,2014-07-01,2014-09-30,17144,250,12433,2014-10-17
28623,2014-07-01,2014-09-30,21331,5062,15468,2014-10-17
28624,2014-07-01,2014-09-30,21330,1500,19901,2014-10-17
28625,2014-07-01,2014-09-30,21331,10800,21421,2014-10-17
28627,2014-07-01,2014-09-30,21331,3564,17042,2014-10-17
28628,2014-07-01,2014-09-30,21331,13687,12494,2014-10-17
28629,2014-07-01,2014-09-30,21330,1500,11782,2014-10-17
28630,2014-07-01,2014-09-30,21331,10687,13899,2014-10-17
28631,2014-07-01,2014-09-30,21331,5562,23729,2014-10-17
28632,2014-07-01,2014-09-30,21331,4437,22131,2014-10-17
28633,2014-07-01,2014-09-30,21331,23822,20682,2014-10-17
28634,2014-07-01,2014-09-30,21331,20000,18005,2014-10-17
28635,2014-07-01,2014-09-30,21331,3564,17044,2014-10-17
28638,2014-07-01,2014-09-30,21331,20000,18004,2014-10-17
28643,2014-07-01,2014-09-30,20202,1192,15468,2014-10-17
28644,2014-07-01,2014-09-30,20881,6000,21962,2014-10-17
28646,2014-07-01,2014-09-30,20202,7900,21421,2014-10-17
28647,2014-07-01,2014-09-30,20202,3392,23001,2014-10-17
28648,2014-07-01,2014-09-30,20202,3000,17042,2014-10-17
28650,2014-07-01,2014-09-30,20202,3000,12494,2014-10-17
28651,2014-07-01,2014-09-30,20202,3975,21422,2014-10-17
28652,2014-07-01,2014-09-30,20202,1484,22131,2014-10-17
28655,2014-07-01,2014-09-30,20202,9900,20682,2014-10-17
28656,2014-07-01,2014-09-30,20202,6200,18005,2014-10-17
28657,2014-07-01,2014-09-30,20881,250,20601,2014-10-17
28659,2014-07-01,2014-09-30,20202,6200,18004,2014-10-17
28663,2014-07-01,2014-09-30,17064,3000,14823,2014-10-17
28665,2014-01-01,2014-03-31,21334,16000,11541,2014-10-17
28666,2014-07-01,2014-09-30,21334,5000,11541,2014-10-17
28667,2014-04-01,2014-06-30,21334,29500,11541,2014-10-17
28672,2014-07-01,2014-09-30,16726,1000,20967,2014-10-17
28673,2014-07-01,2014-09-30,16726,1000,20970,2014-10-17
28674,2014-07-01,2014-09-30,16726,1000,14748,2014-10-17
28675,2014-07-01,2014-09-30,16726,1000,16387,2014-10-17
28676,2014-07-01,2014-09-30,16726,2000,16484,2014-10-17
28678,2014-07-01,2014-09-30,16726,800,20994,2014-10-17
28685,2014-07-01,2014-09-30,20922,6250,23181,2014-10-17
28687,2014-07-01,2014-09-30,17296,1065,12474,2014-10-17
28688,2014-07-01,2014-09-30,17145,842,12433,2014-10-17
28706,2014-07-01,2014-09-30,20402,6250,23181,2014-10-17
28709,2014-07-01,2014-09-30,18887,544,22128,2014-10-17
28710,2014-07-01,2014-09-30,17209,7500,18043,2014-10-17
28712,2014-07-01,2014-09-30,17209,6900,12807,2014-10-17
28714,2014-07-01,2014-09-30,18886,2700,22128,2014-10-17
28716,2014-07-01,2014-09-30,17209,14000,16846,2014-10-17
28717,2014-07-01,2014-09-30,17209,11900,12000,2014-10-17
28718,2014-07-01,2014-09-30,16894,5000,16748,2014-10-17
28719,2014-07-01,2014-09-30,20667,3000,21176,2014-10-17
28720,2014-07-01,2014-09-30,20667,15000,19441,2014-10-17
28721,2014-07-01,2014-09-30,20667,10000,12385,2014-10-17
28722,2014-07-01,2014-09-30,20921,18000,18702,2014-10-17
28723,2014-07-01,2014-09-30,20921,22500,22126,2014-10-17
28724,2014-07-01,2014-09-30,20921,30000,21104,2014-10-17
28725,2014-07-01,2014-09-30,20921,11250,12351,2014-10-17
28727,2014-07-01,2014-09-30,20921,1000,23561,2014-10-17
28728,2014-07-01,2014-09-30,20921,50000,11701,2014-10-17
28729,2014-07-01,2014-09-30,20921,21000,19841,2014-10-17
28731,2014-07-01,2014-09-30,20921,33000,12353,2014-10-17
28733,2014-07-01,2014-09-30,20921,24000,12359,2014-10-17
28734,2014-07-01,2014-09-30,20921,18000,12352,2014-10-17
28735,2014-07-01,2014-09-30,20921,45000,11705,2014-10-17
28736,2014-07-01,2014-09-30,20921,25000,11711,2014-10-17
28737,2014-07-01,2014-09-30,20921,7500,16948,2014-10-17
28738,2014-07-01,2014-09-30,20921,21000,17484,2014-10-17
28739,2014-07-01,2014-09-30,20921,15000,12362,2014-10-17
28740,2014-07-01,2014-09-30,20881,7600,12508,2014-10-17
28741,2014-07-01,2014-09-30,20881,2500,12102,2014-10-17
28742,2014-07-01,2014-09-30,20881,24000,20943,2014-10-17
28743,2014-07-01,2014-09-30,20881,9250,12101,2014-10-17
28744,2014-07-01,2014-09-30,20881,11000,14765,2014-10-17
28746,2014-07-01,2014-09-30,20881,1800,18264,2014-10-17
28747,2014-07-01,2014-09-30,20881,2600,16344,2014-10-17
28748,2014-07-01,2014-09-30,20881,4000,20964,2014-10-17
28750,2014-07-01,2014-09-30,20881,4200,20607,2014-10-17
28751,2014-07-01,2014-09-30,20881,150,20602,2014-10-17
28752,2014-07-01,2014-09-30,20881,2600,21964,2014-10-17
28754,2014-07-01,2014-09-30,20881,2600,21963,2014-10-17
28755,2014-07-01,2014-09-30,20881,4600,12104,2014-10-17
28757,2014-04-01,2014-06-30,21341,158,22181,2014-10-17
28758,2014-01-01,2014-03-31,21341,945,22181,2014-10-17
28759,2014-01-01,2014-03-31,21341,788,22182,2014-10-17
28760,2014-04-01,2014-06-30,21341,1733,22182,2014-10-17
28761,2014-01-01,2014-03-31,21341,709,22183,2014-10-17
28764,2014-04-01,2014-06-30,21341,945,22903,2014-10-17
28781,2014-07-01,2014-09-30,16779,3000,12502,2014-10-18
28782,2014-07-01,2014-09-30,16779,5000,15962,2014-10-18
28783,2014-07-01,2014-09-30,16779,3000,12501,2014-10-18
28784,2014-07-01,2014-09-30,20742,9000,14823,2014-10-18
28785,2014-07-01,2014-09-30,20742,9000,17963,2014-10-18
28786,2014-07-01,2014-09-30,20742,3000,23402,2014-10-18
28787,2014-07-01,2014-09-30,20742,3000,23404,2014-10-18
28788,2014-07-01,2014-09-30,20742,3000,13234,2014-10-18
28789,2014-07-01,2014-09-30,20742,3000,16863,2014-10-18
28790,2014-07-01,2014-09-30,20742,6000,17157,2014-10-18
28791,2014-07-01,2014-09-30,20742,6000,13725,2014-10-18
28792,2014-07-01,2014-09-30,20742,9000,20763,2014-10-18
28793,2014-07-01,2014-09-30,20742,6000,23403,2014-10-18
28794,2014-07-01,2014-09-30,20743,3000,14823,2014-10-18
28795,2014-07-01,2014-09-30,20743,6000,17157,2014-10-18
28796,2014-07-01,2014-09-30,20743,9000,20763,2014-10-18
28797,2014-07-01,2014-09-30,20743,3000,16863,2014-10-18
28798,2014-07-01,2014-09-30,20743,3000,23403,2014-10-18
28799,2014-07-01,2014-09-30,20743,9000,23404,2014-10-18
28800,2014-07-01,2014-09-30,20743,6000,23402,2014-10-18
28801,2014-07-01,2014-09-30,17052,3000,15906,2014-10-18
28802,2014-07-01,2014-09-30,17208,1500,11785,2014-10-18
28803,2014-07-01,2014-09-30,17208,1000,21101,2014-10-18
28811,2014-07-01,2014-09-30,20363,2000,11653,2014-10-19
28813,2014-07-01,2014-09-30,20363,2000,21012,2014-10-19
28814,2014-07-01,2014-09-30,17014,1200,16841,2014-10-19
28821,2014-07-01,2014-09-30,16329,162,13687,2014-10-20
28822,2014-07-01,2014-09-30,21341,1732,22903,2014-10-20
28823,2014-07-01,2014-09-30,21341,1260,23742,2014-10-20
28824,2014-07-01,2014-09-30,21341,2835,22182,2014-10-20
28825,2014-07-01,2014-09-30,17476,1500,18303,2014-10-20
28826,2014-07-01,2014-09-30,21341,315,22181,2014-10-20
28827,2014-07-01,2014-09-30,17476,1500,12745,2014-10-20
28828,2014-07-01,2014-09-30,21341,709,23741,2014-10-20
28830,2014-07-01,2014-09-30,17476,1500,12973,2014-10-20
28831,2014-07-01,2014-09-30,17476,1500,11880,2014-10-20
28833,2014-07-01,2014-09-30,17476,500,13734,2014-10-20
28837,2014-07-01,2014-09-30,16758,3000,17157,2014-10-20
28838,2014-07-01,2014-09-30,16758,3000,12425,2014-10-20
28839,2014-07-01,2014-09-30,17522,700,21381,2014-10-20
28840,2014-01-01,2014-03-31,21362,4000,12411,2014-10-20
28841,2014-04-01,2014-06-30,21362,4000,12515,2014-10-20
28842,2014-01-01,2014-03-31,21362,6000,12515,2014-10-20
28843,2014-04-01,2014-06-30,21362,4000,14862,2014-10-20
28844,2014-01-01,2014-03-31,21362,6000,14862,2014-10-20
28851,2014-07-01,2014-09-30,19847,15000,13835,2014-10-20
28852,2014-07-01,2014-09-30,21362,4000,14862,2014-10-20
28853,2014-07-01,2014-09-30,21362,4000,12515,2014-10-20
28862,2014-04-01,2014-06-30,21365,1000,13922,2014-10-20
28863,2014-04-01,2014-06-30,21365,1000,16483,2014-10-20
28864,2014-01-01,2014-03-31,21365,2000,18061,2014-10-20
28865,2014-04-01,2014-06-30,21365,1000,18061,2014-10-20
28866,2014-01-01,2014-03-31,21365,2000,18062,2014-10-20
28867,2014-04-01,2014-06-30,21365,2000,18062,2014-10-20
28868,2014-07-01,2014-09-30,21365,1000,18061,2014-10-20
28869,2014-07-01,2014-09-30,21365,2000,16483,2014-10-20
28870,2014-07-01,2014-09-30,21365,2000,12629,2014-10-20
28871,2014-07-01,2014-09-30,21365,3000,18062,2014-10-20
28872,2014-07-01,2014-09-30,16445,400,14759,2014-10-20
28873,2014-07-01,2014-09-30,20867,1000,22134,2014-10-20
28874,2014-07-01,2014-09-30,17298,6000,14823,2014-10-20
28875,2014-07-01,2014-09-30,20441,1936,12525,2014-10-20
28876,2014-07-01,2014-09-30,20441,2080,12276,2014-10-20
28877,2014-07-01,2014-09-30,20441,810,12343,2014-10-20
28878,2014-07-01,2014-09-30,17521,120,14922,2014-10-20
28879,2014-07-01,2014-09-30,17961,1211,14922,2014-10-20
28880,2014-07-01,2014-09-30,17384,2308,15144,2014-10-20
28881,2014-07-01,2014-09-30,17222,5000,12120,2014-10-20
28883,2014-07-01,2014-09-30,19223,3000,22384,2014-10-20
28884,2014-07-01,2014-09-30,19223,5000,22381,2014-10-20
28885,2014-07-01,2014-09-30,19223,5000,22382,2014-10-20
28892,2014-07-01,2014-09-30,21381,3000,22384,2014-10-20
28893,2014-04-01,2014-06-30,21381,2000,22384,2014-10-20
28895,2014-07-01,2014-09-30,17234,1202,21109,2014-10-20
28896,2014-07-01,2014-09-30,17483,943,11906,2014-10-20
28897,2014-07-01,2014-09-30,17289,4000,21168,2014-10-20
28900,2014-07-01,2014-09-30,20362,1000,22302,2014-10-20
28901,2014-07-01,2014-09-30,17289,7000,21169,2014-10-20
28902,2014-07-01,2014-09-30,17405,4500,17157,2014-10-20
28903,2014-07-01,2014-09-30,17289,12000,21165,2014-10-20
28904,2014-07-01,2014-09-30,20362,3000,23141,2014-10-20
28909,2014-07-01,2014-09-30,17289,1000,17285,2014-10-20
28910,2014-07-01,2014-09-30,20362,1000,11687,2014-10-20
28911,2014-07-01,2014-09-30,20064,18000,12780,2014-10-20
28912,2014-07-01,2014-09-30,20362,8000,17104,2014-10-20
28913,2014-07-01,2014-09-30,20064,30000,18801,2014-10-20
28914,2014-07-01,2014-09-30,20064,22500,12784,2014-10-20
28915,2014-07-01,2014-09-30,20064,15000,17022,2014-10-20
28917,2014-07-01,2014-09-30,20064,10000,12787,2014-10-20
28918,2014-07-01,2014-09-30,20064,18000,11719,2014-10-20
28921,2014-07-01,2014-09-30,20064,8750,12268,2014-10-20
28922,2014-07-01,2014-09-30,16624,15000,16743,2014-10-20
28944,2014-04-01,2014-06-30,21382,500,23035,2014-10-20
28947,2014-07-01,2014-09-30,16625,6000,16743,2014-10-20
28948,2014-07-01,2014-09-30,20581,2000,13086,2014-10-20
28949,2014-07-01,2014-09-30,20581,2000,12865,2014-10-20
28950,2014-07-01,2014-09-30,17167,35000,17157,2014-10-20
28951,2014-07-01,2014-09-30,20581,2000,12541,2014-10-20
28952,2014-07-01,2014-09-30,20581,3000,12861,2014-10-20
28953,2014-07-01,2014-09-30,19061,6000,14869,2014-10-20
28955,2014-07-01,2014-09-30,19061,7000,22262,2014-10-20
28957,2014-07-01,2014-09-30,19061,8000,12454,2014-10-20
28958,2014-04-01,2014-06-30,21383,1000,11680,2014-10-20
28959,2014-07-01,2014-09-30,21383,1000,11680,2014-10-20
28961,2014-01-01,2014-03-31,21383,1500,16882,2014-10-20
28962,2014-04-01,2014-06-30,21383,1500,16882,2014-10-20
28963,2014-04-01,2014-06-30,21383,1000,21221,2014-10-20
28964,2014-01-01,2014-03-31,21383,1000,21221,2014-10-20
28966,2014-07-01,2014-09-30,21383,1000,22134,2014-10-20
28967,2014-04-01,2014-06-30,21383,1500,22533,2014-10-20
28968,2014-07-01,2014-09-30,21383,2000,22533,2014-10-20
28969,2014-01-01,2014-03-31,21384,6000,12102,2014-10-20
28970,2014-04-01,2014-06-30,21384,6000,12102,2014-10-20
28973,2014-04-01,2014-06-30,21384,15000,15381,2014-10-20
28974,2014-01-01,2014-03-31,21384,15000,15381,2014-10-20
28975,2014-04-01,2014-06-30,21384,18000,15383,2014-10-20
28976,2014-01-01,2014-03-31,21384,18000,15383,2014-10-20
28977,2014-01-01,2014-03-31,21384,10000,15384,2014-10-20
28978,2014-04-01,2014-06-30,21384,10000,15384,2014-10-20
28983,2014-04-01,2014-06-30,21384,15000,21642,2014-10-20
28984,2014-01-01,2014-03-31,21384,5000,21642,2014-10-20
28986,2014-07-01,2014-09-30,19061,3000,12089,2014-10-20
28987,2014-07-01,2014-09-30,16613,3500,12225,2014-10-20
28988,2014-07-01,2014-09-30,17489,30000,15361,2014-10-20
28989,2014-07-01,2014-09-30,19061,3000,12457,2014-10-20
28990,2014-07-01,2014-09-30,19062,6000,14869,2014-10-20
28993,2014-07-01,2014-09-30,19062,7000,22262,2014-10-20
28995,2014-07-01,2014-09-30,19062,8000,12454,2014-10-20
28996,2014-07-01,2014-09-30,19062,3000,12088,2014-10-20
28997,2014-07-01,2014-09-30,19062,3000,12089,2014-10-20
28998,2014-07-01,2014-09-30,20583,273,23281,2014-10-20
28999,2014-07-01,2014-09-30,20064,37500,21081,2014-10-20
29000,2014-07-01,2014-09-30,20584,595,23281,2014-10-20
29002,2014-07-01,2014-09-30,20064,4500,22884,2014-10-20
29003,2014-07-01,2014-09-30,17309,34375,16623,2014-10-20
29006,2014-07-01,2014-09-30,19161,510,16216,2014-10-20
29008,2014-01-01,2014-03-31,21385,30000,11701,2014-10-20
29009,2014-04-01,2014-06-30,21385,30000,11701,2014-10-20
29010,2014-07-01,2014-09-30,21385,50000,11701,2014-10-20
29011,2014-01-01,2014-03-31,21385,45000,11705,2014-10-20
29012,2014-04-01,2014-06-30,21385,45000,11705,2014-10-20
29013,2014-07-01,2014-09-30,21385,45000,11705,2014-10-20
29014,2014-04-01,2014-06-30,21385,25000,11711,2014-10-20
29015,2014-07-01,2014-09-30,21385,25000,11711,2014-10-20
29016,2014-07-01,2014-09-30,21385,11250,12351,2014-10-20
29017,2014-01-01,2014-03-31,21385,11250,12351,2014-10-20
29018,2014-04-01,2014-06-30,21385,11250,12351,2014-10-20
29019,2014-04-01,2014-06-30,21385,18000,12352,2014-10-20
29020,2014-07-01,2014-09-30,21385,18000,12352,2014-10-20
29021,2014-01-01,2014-03-31,21385,18000,12352,2014-10-20
29022,2014-01-01,2014-03-31,21385,33000,12353,2014-10-20
29023,2014-07-01,2014-09-30,21385,33000,12353,2014-10-20
29024,2014-04-01,2014-06-30,21385,33000,12353,2014-10-20
29025,2014-07-01,2014-09-30,21385,24000,12359,2014-10-20
29026,2014-01-01,2014-03-31,21385,24000,12359,2014-10-20
29027,2014-04-01,2014-06-30,21385,24000,12359,2014-10-20
29034,2014-07-01,2014-09-30,21385,7500,16948,2014-10-20
29035,2014-01-01,2014-03-31,21385,15000,16948,2014-10-20
29036,2014-04-01,2014-06-30,21385,10000,16948,2014-10-20
29037,2014-04-01,2014-06-30,21385,21000,17484,2014-10-20
29038,2014-01-01,2014-03-31,21385,21000,17484,2014-10-20
29039,2014-07-01,2014-09-30,21385,21000,17484,2014-10-20
29040,2014-01-01,2014-03-31,21385,22500,18702,2014-10-20
29041,2014-07-01,2014-09-30,21385,18000,18702,2014-10-20
29042,2014-04-01,2014-06-30,21385,22500,18702,2014-10-20
29043,2014-01-01,2014-03-31,21385,21000,19841,2014-10-20
29044,2014-04-01,2014-06-30,21385,21000,19841,2014-10-20
29045,2014-07-01,2014-09-30,21385,21000,19841,2014-10-20
29052,2014-01-01,2014-03-31,21385,22500,22126,2014-10-20
29053,2014-07-01,2014-09-30,21385,22500,22126,2014-10-20
29054,2014-04-01,2014-06-30,21385,22500,22126,2014-10-20
29057,2014-07-01,2014-09-30,21385,1000,23561,2014-10-20
29067,2014-01-01,2014-03-31,21386,12500,11711,2014-10-20
29082,2014-04-01,2014-06-30,21386,6250,12687,2014-10-20
29105,2014-07-01,2014-09-30,21386,6250,23181,2014-10-20
29107,2014-07-01,2014-09-30,20561,35000,20981,2014-10-20
29108,2014-07-01,2014-09-30,21382,500,23035,2014-10-20
29109,2014-07-01,2014-09-30,20561,35000,13737,2014-10-20
29110,2014-07-01,2014-09-30,21382,500,23770,2014-10-20
29111,2014-07-01,2014-09-30,20561,10000,17422,2014-10-20
29112,2014-07-01,2014-09-30,20561,3000,20985,2014-10-20
29113,2014-07-01,2014-09-30,21382,500,23762,2014-10-20
29114,2014-07-01,2014-09-30,20561,5000,18721,2014-10-20
29115,2014-07-01,2014-09-30,21382,500,23763,2014-10-20
29116,2014-07-01,2014-09-30,20561,250,23261,2014-10-20
29117,2014-07-01,2014-09-30,21382,500,23764,2014-10-20
29118,2014-07-01,2014-09-30,21382,500,23766,2014-10-20
29119,2014-07-01,2014-09-30,21382,500,23767,2014-10-20
29120,2014-07-01,2014-09-30,21382,500,23768,2014-10-20
29121,2014-07-01,2014-09-30,21382,500,23769,2014-10-20
29122,2014-07-01,2014-09-30,21382,500,23771,2014-10-20
29123,2014-07-01,2014-09-30,21382,500,23772,2014-10-20
29124,2014-07-01,2014-09-30,21382,500,23773,2014-10-20
29125,2014-07-01,2014-09-30,21382,500,23774,2014-10-20
29126,2014-07-01,2014-09-30,21382,500,23775,2014-10-20
29127,2014-07-01,2014-09-30,21382,500,23776,2014-10-20
29128,2014-07-01,2014-09-30,21324,4365,23081,2014-10-20
29129,2014-04-01,2014-06-30,21387,5000,12120,2014-10-20
29130,2014-07-01,2014-09-30,21387,5000,12120,2014-10-20
29131,2014-01-01,2014-03-31,21387,5000,12120,2014-10-20
29132,2014-01-01,2014-03-31,21387,12500,14244,2014-10-20
29133,2014-04-01,2014-06-30,21387,12500,14244,2014-10-20
29135,2014-07-01,2014-09-30,19101,15000,21801,2014-10-20
29136,2014-07-01,2014-09-30,19101,15000,22301,2014-10-20
29137,2014-07-01,2014-09-30,19101,7500,17629,2014-10-20
29138,2014-07-01,2014-09-30,19101,22500,18782,2014-10-20
29139,2014-07-01,2014-09-30,19101,3000,20181,2014-10-20
29140,2014-07-01,2014-09-30,19101,3000,20202,2014-10-20
29141,2014-07-01,2014-09-30,19101,1000,20641,2014-10-20
29142,2014-07-01,2014-09-30,19101,1000,20642,2014-10-20
29161,2014-07-01,2014-09-30,21401,1000,17285,2014-10-20
29167,2014-07-01,2014-09-30,21401,12000,21165,2014-10-20
29168,2014-01-01,2014-03-31,21401,5000,21165,2014-10-20
29172,2014-04-01,2014-06-30,21401,5000,21166,2014-10-20
29174,2014-01-01,2014-03-31,21401,2000,21168,2014-10-20
29175,2014-07-01,2014-09-30,21401,4000,21168,2014-10-20
29176,2014-07-01,2014-09-30,21401,7000,21169,2014-10-20
29184,2014-01-01,2014-03-31,21401,17000,21171,2014-10-20
29201,2014-07-01,2014-09-30,18721,12000,11958,2014-10-21
29202,2014-07-01,2014-09-30,18721,1500,18501,2014-10-21
29203,2014-07-01,2014-09-30,18721,12000,12061,2014-10-21
29204,2014-07-01,2014-09-30,21421,595,23281,2014-10-21
29207,2014-04-01,2014-06-30,21421,1666,16851,2014-10-21
29209,2014-01-01,2014-03-31,21421,1090,16945,2014-10-21
29210,2014-01-01,2014-03-31,21421,3375,12990,2014-10-21
29211,2014-04-01,2014-06-30,21421,1252,12990,2014-10-21
29212,2014-04-01,2014-06-30,21422,1252,12990,2014-10-21
29213,2014-01-01,2014-03-31,21422,3375,12990,2014-10-21
29215,2014-04-01,2014-06-30,21422,1666,16851,2014-10-21
29216,2014-01-01,2014-03-31,21422,1090,16945,2014-10-21
29219,2014-07-01,2014-09-30,21422,595,23281,2014-10-21
29220,2014-07-01,2014-09-30,21422,1260,23801,2014-10-21
29221,2014-07-01,2014-09-30,19244,4575,22421,2014-10-21
29242,2014-07-01,2014-09-30,21327,2000,22526,2014-10-21
29243,2014-07-01,2014-09-30,21327,1000,21928,2014-10-21
29247,2014-07-01,2014-09-30,21327,1000,12478,2014-10-21
29250,2014-07-01,2014-09-30,21327,2000,22525,2014-10-21
29251,2014-07-01,2014-09-30,21327,500,15784,2014-10-21
29254,2014-07-01,2014-09-30,21327,500,21341,2014-10-21
29256,2014-07-01,2014-09-30,21327,1000,12072,2014-10-21
29257,2014-07-01,2014-09-30,21327,1000,16344,2014-10-21
29258,2014-07-01,2014-09-30,21327,1000,12305,2014-10-21
29259,2014-04-01,2014-06-30,21441,3000,12478,2014-10-21
29260,2014-07-01,2014-09-30,21441,1000,12478,2014-10-21
29261,2014-01-01,2014-03-31,21441,3000,12478,2014-10-21
29263,2014-04-01,2014-06-30,21441,500,17235,2014-10-21
29264,2014-01-01,2014-03-31,21441,500,17235,2014-10-21
29266,2014-07-01,2014-09-30,21441,1000,16344,2014-10-21
29267,2014-04-01,2014-06-30,21441,500,16344,2014-10-21
29270,2014-04-01,2014-06-30,21441,1000,12072,2014-10-21
29271,2014-07-01,2014-09-30,21441,1000,12072,2014-10-21
29276,2014-07-01,2014-09-30,21441,2000,22525,2014-10-21
29278,2014-04-01,2014-06-30,21441,1000,12305,2014-10-21
29279,2014-07-01,2014-09-30,21441,1000,12305,2014-10-21
29280,2014-01-01,2014-03-31,21441,1000,12305,2014-10-21
29281,2014-04-01,2014-06-30,21441,1000,15784,2014-10-21
29282,2014-07-01,2014-09-30,21441,500,15784,2014-10-21
29283,2014-01-01,2014-03-31,21441,500,15784,2014-10-21
29285,2014-07-01,2014-09-30,21441,500,21341,2014-10-21
29292,2014-01-01,2014-03-31,21442,5000,12021,2014-10-21
29293,2014-04-01,2014-06-30,21442,5000,12021,2014-10-21
29295,2014-04-01,2014-06-30,21442,2000,12331,2014-10-21
29297,2014-04-01,2014-06-30,21442,500,22521,2014-10-21
29302,2014-01-01,2014-03-31,21442,5000,11687,2014-10-21
29305,2014-04-01,2014-06-30,21442,1000,15784,2014-10-21
29306,2014-01-01,2014-03-31,21442,500,15784,2014-10-21
29311,2014-01-01,2014-03-31,21442,1000,12299,2014-10-21
29316,2014-04-01,2014-06-30,21442,1000,12072,2014-10-21
29322,2014-04-01,2014-06-30,21442,1000,12303,2014-10-21
29325,2014-04-01,2014-06-30,21442,500,17924,2014-10-21
29326,2014-01-01,2014-03-31,21442,500,17924,2014-10-21
29327,2014-04-01,2014-06-30,21442,1000,19170,2014-10-21
29329,2014-04-01,2014-06-30,21442,500,21928,2014-10-21
29331,2014-04-01,2014-06-30,21442,1000,20103,2014-10-21
29334,2014-04-01,2014-06-30,21442,500,21922,2014-10-21
29338,2014-04-01,2014-06-30,21442,2000,12310,2014-10-21
29340,2014-04-01,2014-06-30,21442,3000,12478,2014-10-21
29341,2014-01-01,2014-03-31,21442,3000,12478,2014-10-21
29343,2014-01-01,2014-03-31,21442,500,17921,2014-10-21
29344,2014-04-01,2014-06-30,21442,1000,17921,2014-10-21
29345,2014-01-01,2014-03-31,21442,500,17235,2014-10-21
29346,2014-04-01,2014-06-30,21442,500,17235,2014-10-21
29349,2014-04-01,2014-06-30,21442,2000,20091,2014-10-21
29350,2014-01-01,2014-03-31,21442,2000,20091,2014-10-21
29353,2014-04-01,2014-06-30,21442,500,16344,2014-10-21
29354,2014-01-01,2014-03-31,21442,500,16344,2014-10-21
29367,2014-04-01,2014-06-30,21442,500,12300,2014-10-21
29368,2014-01-01,2014-03-31,21442,500,12300,2014-10-21
29369,2014-01-01,2014-03-31,21442,1000,12328,2014-10-21
29370,2014-04-01,2014-06-30,21442,500,12328,2014-10-21
29378,2014-01-01,2014-03-31,21442,1000,17923,2014-10-21
29384,2014-04-01,2014-06-30,21442,1000,11602,2014-10-21
29386,2014-04-01,2014-06-30,21442,3000,12215,2014-10-21
29387,2014-01-01,2014-03-31,21442,2000,12215,2014-10-21
29392,2014-01-01,2014-03-31,21442,1000,12305,2014-10-21
29393,2014-04-01,2014-06-30,21442,1000,12305,2014-10-21
29395,2014-07-01,2014-09-30,21326,500,19170,2014-10-21
29396,2014-07-01,2014-09-30,21326,500,17921,2014-10-21
