EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CREATED_DATE
2427,2013-04-01,2013-06-30,11517,"Travels and Meals for self",905,2013-06-06,"Weekly Meeting Chicago Digital Network","CFO team (Jacob Ringer, Colleen Stone, Scott Yonover), CDOT (Maureen West, Jai Kalayil), Dpt. of Buildings (Matt Beaudet, Mark Izzo), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), Water Management (Mike Sturtevant)",15902,2013-07-03
2428,2013-04-01,2013-06-30,11517,"Travels and Meals for self",850,2013-06-13,"Weekly Meeting Chicago Digital Network","CFO team (Jacob Ringer, Colleen Stone, Scott Yonover), CDOT (Maureen West, Jai Kalayil), Dpt. of Buildings (Matt Beaudet, Mark Izzo), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), Water Management (Mike Sturtevant)",15902,2013-07-03
2429,2013-04-01,2013-06-30,11517,"Travels and Meals for self",912,2013-06-20,"Weekly Meeting Chicago Digital Network","CFO team (Jacob Ringer, Colleen Stone, Scott Yonover), CDOT (Maureen West, Jai Kalayil), Dpt. of Buildings (Matt Beaudet, Mark Izzo), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), Water Management (Mike Sturtevant)",15902,2013-07-03
2430,2013-04-01,2013-06-30,11517,"Travels and Meals for self",894,2013-06-27,"Weekly Meeting Chicago Digital Network","CFO team (Jacob Ringer, Colleen Stone, Scott Yonover), CDOT (Maureen West, Jai Kalayil), Dpt. of Buildings (Matt Beaudet, Mark Izzo), Housing/Zoning Dpt. (Vickie Lozano), Legal (Karen Bielarz), Water Management (Mike Sturtevant)",15902,2013-07-03
2431,2013-04-01,2013-06-30,11517,"Travels and Meals for self",251,2013-05-08,"Review Public Way Permits for CDN","CDOT (Mike Imparado)",15902,2013-07-03
2432,2013-04-01,2013-06-30,11517,"Travels and Meals for self",251,2013-05-15,"Presentation CDN to OEMC","OEMC (Anne Statham)",15902,2013-07-03
2433,2013-04-01,2013-06-30,11517,"Travels and Meals for self",251,2013-06-27,"Fiber opportunities for CDN","Mayor's Office (Kate Yager)",15902,2013-07-03
2434,2013-04-01,2013-06-30,11517,"Travels and Meals for self",251,2013-05-08,"Review of Street Furniture contract operations","Finance (Scott Yonover), CDOT (Mark Maloney)",13576,2013-07-03
2441,2013-01-01,2013-03-31,14042,"Filing Fee",1025,2013-02-13,"Filing Fee","City of Chicago",17299,2013-07-09
2442,2013-01-01,2013-03-31,14042,"Filing Fee",275,2013-03-14,"Filing Fee","City of Chicago",17705,2013-07-09
2443,2013-01-01,2013-03-31,14042,"Filing Fee",275,2013-02-14,"Filing Fee","City of Chicago",17386,2013-07-09
2444,2013-01-01,2013-03-31,14042,"Filing Fee",525,2013-02-15,"Filing Fee","City of Chicago",17388,2013-07-09
2445,2013-01-01,2013-03-31,14042,"Filing Fee",1025,2013-02-13,"Filing Fee","City of Chicago",17297,2013-07-09
2446,2013-01-01,2013-03-31,14042,"Filing Fee",1025,2013-02-28,"Filinf Fee","City of Chicago",17403,2013-07-09
2447,2013-01-01,2013-03-31,14042,"Filing Fee",275,2013-03-01,"Filing Fee","City of Chicago",17402,2013-07-09
2448,2013-01-01,2013-03-31,14042,"Filing Fee",525,2013-02-14,"Filing Fee","City of Chicago",17387,2013-07-09
2449,2013-01-01,2013-03-31,14042,"Filing Fee",525,2013-02-13,"Filing Fee","City of Chicago",17296,2013-07-09
2450,2013-01-01,2013-03-31,14042,"Filing Fee",275,2013-02-14,"Filing Fee","City of Chicago",17390,2013-07-09
2451,2013-01-01,2013-03-31,14042,"Filing Fee",525,2013-02-28,"Filing Fee","City of Chicago",17389,2013-07-09
2452,2013-01-01,2013-03-31,14042,"Filing Fee",1025,2013-02-13,"Filing Fee","City of Chicago",17298,2013-07-09
2453,2013-01-01,2013-03-31,14042,"Filing Fee",525,2013-01-15,"Filing Fee","City of Chicago",17300,2013-07-09
2461,2013-04-01,2013-06-30,11372,"Presentation Meetings to discuss Chicago Digital Network",1313,2013-04-28,"Travel and meals for self.","Interstate JCDecaux Presentation Meetings",15892,2013-07-11
2481,2013-04-01,2013-06-30,11130,"Roundtrip airfare for client visit",449,2013-05-13,"Client Visit","City of Chicago, 2 North LaSalle Street, Chicago, IL 60602",12985,2013-07-11
2501,2013-04-01,2013-06-30,11002,"Speed Camera bid",355,2013-04-11,Airfare,"United Airlines - 77 West Wacker Drive, Chicago, IL  60601",14759,2013-07-15
2502,2013-04-01,2013-06-30,11002,"Speed Camera bid",266,2013-04-12,Airfare,"Southwest Airlines - 2702 Love Field Dr??Dallas, TX 75235",14759,2013-07-15
2503,2013-04-01,2013-06-30,11002,"Speed Camera bid",258,2013-04-22,Airfare,"Frontier Airlines - 7001 Tower Rd??Denver, CO 80249",14759,2013-07-15
2504,2013-04-01,2013-06-30,11002,"Speed Camera bid",278,2013-04-26,Airfare,"Frontier Airlines - 7001 Tower Rd??Denver, CO 80249",14759,2013-07-15
2505,2013-04-01,2013-06-30,11002,"Speed Camera bid",259,2013-04-26,Airfare,"Southwest Airlines - 2702 Love Field Dr??Dallas, TX 75235",14759,2013-07-15
2506,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-04-17,"Filinf Fee","City of Chicago",18225,2013-07-15
2507,2013-04-01,2013-06-30,14042,"City of Chicago",1025,2013-04-01,"Filing Fee","City of Chicago",17707,2013-07-15
2508,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-06-11,"Filing Fee","City of Chicago",18943,2013-07-15
2509,2013-04-01,2013-06-30,14042,"City of Chicago",275,2013-04-16,"Filing Fee","City of Chicago",17706,2013-07-15
2510,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-05-13,"Filing Fee","City of Chicago",18522,2013-07-15
2511,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-05-20,"Filing Fee","City of Chicago",18525,2013-07-15
2512,2013-04-01,2013-06-30,14042,"City of Chicago",1025,2013-06-18,"Filing fee","City of Chicago",18942,2013-07-15
2513,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-04-12,"Filing Fee","City of Chicago",18227,2013-07-15
2514,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-04-12,"Filing fee","City of Chicago",18227,2013-07-15
2515,2013-04-01,2013-06-30,14042,"City of Chicago",1025,2013-06-10,"Filing Fee","City of Chicago",18527,2013-07-15
2516,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-04-15,"Filing Fee","City of CHicago",16023,2013-07-15
2517,2013-04-01,2013-06-30,14042,"City of Chicago",275,2013-04-16,"Filing Fee","City of Chicago",18223,2013-07-15
2518,2013-04-01,2013-06-30,14042,"City of Chicago",1025,2013-06-10,"Filing Fee","City of Chicago",18526,2013-07-15
2519,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-06-10,"Filing fee","City of Chicago",17403,2013-07-15
2520,2013-04-01,2013-06-30,14042,"City of Chicago",525,2013-05-20,"Filing Fee","City of Chicago",18523,2013-07-15
2521,2013-04-01,2013-06-30,14042,"City of Chicago",1025,2013-04-01,"Filng Fee","City of CHicago",17708,2013-07-15
2522,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",525,2013-05-13,"Filing Fee","City of Chicago",18524,2013-07-15
2523,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",275,2013-04-12,"FILING FEE","CITY OF CHICAGO",18226,2013-07-15
2524,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",275,2013-04-17,"FILING FEE","CITY OF CHICAGO",18221,2013-07-15
2525,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",525,2013-04-19,"FILING FEE","CITY OF CHICAGO",18224,2013-07-15
2526,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",1025,2013-06-18,"FILING FEE","CITY OF CHICAGO",18941,2013-07-15
2527,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",275,2013-05-15,"FILING FEE","CITY OF CHICAGO",17302,2013-07-15
2528,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",525,2013-05-15,"FILING FEE","CITY OF CHICAGO",17302,2013-07-15
2529,2013-04-01,2013-06-30,14042,"CITY OF CHICAGO",275,2013-06-27,"FILING FEE","CITY OF CHICAGO",17302,2013-07-15
2547,2013-04-01,2013-06-30,11103,"Promote Wal-Mart in Chicago",642,2013-04-09,Airfare,"American Airlines",12443,2013-07-16
2549,2013-04-01,2013-06-30,11103,"Promote Wal-Mart in Chicago",642,2013-04-30,Airfare,"American Airlines",12443,2013-07-16
2551,2013-04-01,2013-06-30,11103,"Promote Wal-Mart in Chicago",652,2013-06-12,Airfare,"American Airlines",12443,2013-07-16
2553,2013-04-01,2013-06-30,11103,"Siting of New Stores and Reputation Advocacy",33750,2013-04-15,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron St, Ste 600, Chicago, IL 60654--Communications Firm",12443,2013-07-16
2554,2013-04-01,2013-06-30,11103,"Siting of New Stores and Reputation Advocacy",33750,2013-05-15,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron St, Ste 600, Chicago, IL 60654--Communications Firm",12443,2013-07-16
2555,2013-04-01,2013-06-30,11103,"Siting of New Stores and Reputation Advocacy",33750,2013-06-15,"Public Affairs/Grassroots Retainer","Serafin & Associates, Inc. 409 West Huron St, Ste 600, Chicago, IL 60654--Communications Firm",12443,2013-07-16
2556,2013-04-01,2013-06-30,11103,"Government and Regulatory Issues",6000,2013-04-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearnorn St, Suite 2200, Chicago, IL 60602--Government Affairs Firm",12443,2013-07-16
2557,2013-04-01,2013-06-30,11103,"Government and Regulatory Issues",6000,2013-05-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearnorn St, Suite 2200, Chicago, IL 60602--Government Affairs Firm",12443,2013-07-16
2558,2013-04-01,2013-06-30,11103,"Government and Regulatory Issues",6000,2013-06-01,"Lobbying Retainer","Nicolay & Dart LLC, 33 North Dearnorn St, Suite 2200, Chicago, IL 60602--Government Affairs Firm",12443,2013-07-16
2559,2013-04-01,2013-06-30,11103,"Promote Wal-Mart in Chicago",347,2013-04-11,Hotel,"Hotel Felix",12443,2013-07-16
2560,2013-04-01,2013-06-30,11103,"Promote Wal-Mart in Chicago",324,2013-05-02,Hotel,"Hotel Felix",12443,2013-07-16
2561,2013-04-01,2013-06-30,11103,"Promote Wal-Mart in Chicago",378,2013-06-14,Hotel,"Hotel Felix",12443,2013-07-16
2562,2013-04-01,2013-06-30,11358,"Legislative Action",1250,2013-06-30,Lobbying,"The Perman Group, 1904 West Newport Ave., Chicago, IL 60657, Public Affairs",15610,2013-07-16
2563,2013-04-01,2013-06-30,11358,"Legislative Action",1250,2013-04-30,Lobbying,"The Perman Group, 1904 West Newport Ave., Chicago, IL 60657, Public Affairs",15610,2013-07-16
2564,2013-04-01,2013-06-30,11358,"Legislative Action",1250,2013-05-31,Lobbying,"The Perman Group, 1904 West Newport Ave., Chicago, IL 60657, Public Affairs",15610,2013-07-16
2581,2013-04-01,2013-06-30,11168,"Meeting with Finance Dept -- municipal bond issues.",411,2013-05-23,Airfare,"Delta Air Lines, PO Box 20706, Atlanta, GA 30320",12663,2013-07-17
2601,2013-04-01,2013-06-30,11081,"Matters affecting power procurement",348,2013-06-17,Lodging,"Hampton Inn, 22 W. Monroe, Chicago, IL",15041,2013-07-17
2602,2013-04-01,2013-06-30,11081,"Matters affecting power procurement",803,2013-05-14,"Printing and preparation of materials for presentation to CPS and CTA","FedEx, Chicago, IL",15041,2013-07-17
2603,2013-04-01,2013-06-30,11081,"Matters affecting power procurement",990,2013-06-06,Airfare,"United Airlines",15041,2013-07-17
2604,2013-04-01,2013-06-30,11081,"Matters affecting power procurement",990,2013-06-17,Airfare,"United Airlines",15041,2013-07-17
2605,2013-04-01,2013-06-30,11081,"Matters affecting power procurement",531,2013-06-18,"Printing and preparation of materials for presentation to CPS and CTA","FedEx, Houston, TX",15041,2013-07-17
2621,2013-04-01,2013-06-30,14265,N/A,250,2013-04-03,"Filed Administrative Adjustment Application","City of Chicago Department of Revenue",17641,2013-07-18
2641,2013-04-01,2013-06-30,13744,Meeting,250,2013-06-27,"Information echange","Alex Holt",15682,2013-07-18
2661,2013-04-01,2013-06-30,11229,Meal,331,2013-04-24,Relationship/Goodwill,"Ald. Deborah Graham, Ald. Michelle Harris & Staff, Ald. Natasha Holmes & Staff, and Park District Director Kim du Bulet",12642,2013-07-19
2662,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",343,2013-04-02,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2663,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",845,2013-04-18,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2664,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",405,2013-05-08,Lodging,"Sheraton, 301 E North Ave, Chicago, IL 60611, Hotel",15892,2013-07-19
2665,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",1226,2013-05-13,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2666,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",359,2013-05-22,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2667,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",280,2013-05-23,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2668,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",336,2013-05-28,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2669,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",959,2013-06-18,Lodging,"Sheraton, 301 E North Ave, Chicago, IL 60611, Hotel",15892,2013-07-19
2670,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",878,2013-06-04,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2671,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",313,2013-06-12,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2672,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",635,2013-06-25,Lodging,"Westin, 909 N Michigan, Chicago, IL 60611, Hotel",15892,2013-07-19
2673,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",971,2013-04-02,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2674,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",1012,2013-04-16,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2675,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",508,2013-04-28,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2676,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",508,2013-04-29,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2677,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",1016,2013-05-08,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2678,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",1016,2013-05-15,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2679,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",934,2013-05-22,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2680,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",848,2013-05-29,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2681,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",944,2013-06-17,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2682,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",953,2013-06-04,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2683,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",922,2013-06-12,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2684,2013-04-01,2013-06-30,12824,"Implementation Meeting for City contract",944,2013-06-25,Transportation,"Virgin America, 555 Airport Blvd., Burlingame, CA 94010, Airline",15892,2013-07-19
2701,2013-04-01,2013-06-30,11351,"Speed Camera bid",658,2013-04-18,Airfare,"Southwest Airlines - 2702 Love Field Dr??Dallas, TX 75235",14759,2013-07-22
2702,2013-04-01,2013-06-30,13841,"Speed Camera bid",319,2013-04-11,Airfare,"United Airlines - 77 West Wacker Drive, Chicago, IL  60601",14561,2013-07-22
2703,2013-04-01,2013-06-30,11914,"Kenomore vacation, plat of subdivison",6649,2013-06-13,"legal fees","SNR Denton, 233 S Wacker Dr.  Ste. 8700  Chicago IL  60606",12187,2013-07-22
2704,2013-04-01,2013-06-30,11914,"Traffic studies for Sheridan/Broadway, mixed use building, residence halls",10000,2013-06-30,"transportation studies",KLOA,12187,2013-07-22
2705,2013-04-01,2013-06-30,11914,"Design engineering for Kenmore Vacation",23238,2013-06-30,"Landscape design","Smith Group JJR",12187,2013-07-22
2706,2013-04-01,2013-06-30,11915,"zoning change, ZBA approval, plan commission approval, CTA sublease",6649,2013-06-30,"legal fees","SNR Denton, 233 S. Wacker Dr. #8700 Chicago 60606",12187,2013-07-22
2707,2013-04-01,2013-06-30,11915,"Kenmore vacation, plat of subdivision",123238,2013-06-30,"landscape design","Smith Group JJR",12187,2013-07-22
2708,2013-04-01,2013-06-30,11915,"traffic studies for Sheridan/ Broadway, Mixed use building residence halls",10000,2013-06-30,"transportation studies",KLOA,12187,2013-07-22
2709,2013-04-01,2013-06-30,11916,"zoning change, ZBA approval, plan commission approval, CTA sublease",6649,2013-06-30,"legal fees","SNR Denton, 233 S Wacker Dr.  Ste. 8700  Chicago IL  60606",11674,2013-07-22
2710,2013-04-01,2013-06-30,11916,"design engineering for Kenmore Vacation",123238,2013-06-30,"landscape design","Smith Group JJR",11674,2013-07-22
2711,2013-04-01,2013-06-30,11916,"traffic studies for Sheridan/ Broadway, Mixed use building residence halls",10000,2013-06-30,"transportation studies",KLOA,11674,2013-07-22
2721,2013-04-01,2013-06-30,11650,"Hotel accommidation",631,2013-04-16,"CDN Program Implementation","City Meeting and implementation team",17182,2013-07-22
2722,2013-04-01,2013-06-30,11650,"Hotel accommodation",586,2013-04-24,"CDN Program Implementation","City Meetings and implementation and coordintion with consultants",17182,2013-07-22
2723,2013-04-01,2013-06-30,11650,"Airline flight to market",480,2013-04-03,"CDN Program Implementation","City Meeting and implementation of program and coordination with consultants",17182,2013-07-22
2724,2013-04-01,2013-06-30,11650,"Airline flight from market",473,2013-04-04,"CDN Program Implementation","City Meeting and implementation of program and coordination with consultants",17182,2013-07-22
2725,2013-04-01,2013-06-30,11650,"Round trip airline flight to Chicago",942,2013-04-16,"CDN Program Implementation","City Meeting and implementation of Program and coordination with consultants",17182,2013-07-22
2726,2013-04-01,2013-06-30,11650,"Round trip airline flight to Chicago",1046,2013-04-24,"CDN Program Implementation","City Meetings and implementation of program along with coordination with project consultants",17182,2013-07-22
2727,2013-04-01,2013-06-30,11650,"One way flight to Chicago",471,2013-04-28,"CDN Program Implemetnation","City Meeting and program implementation",17182,2013-07-22
2728,2013-04-01,2013-06-30,11650,"one way flight from Chicago",471,2013-04-29,"CDN Program Implementation","City Meeting and program implementation",17182,2013-07-22
2729,2013-04-01,2013-06-30,11650,"Rental car",623,2013-04-16,"CDN Program Implementation and market ride","City Meeting and program implementation",17182,2013-07-22
2730,2013-04-01,2013-06-30,11650,"Hotel Accommodation",278,2013-05-08,"CDN Program Implementation","City meeting and program implementation",17182,2013-07-22
2731,2013-04-01,2013-06-30,11650,"Hotel Accommodations",463,2013-05-14,"CDN Program Implementation","City meeting and program implementation",17182,2013-07-22
2732,2013-04-01,2013-06-30,11650,"Hotel Accommodations",312,2013-05-16,"CDN Program Implementation","City Meeting and program implementation",17182,2013-07-22
2733,2013-04-01,2013-06-30,11650,"Round trip to Chicago",942,2013-05-08,"CDN Program Implementation","City Meeting and Program implementation and consultant coordination",17182,2013-07-22
2734,2013-04-01,2013-06-30,11650,"one way flight to Chicago",471,2013-05-14,"CDN Program Implementation","City meeting and Program Implementation and coordination of consultants",17182,2013-07-22
2735,2013-04-01,2013-06-30,11650,"one way flight from Chicago",471,2013-05-16,"CDN Program Implementation","City Meeting and Program Implementation and coordination with consultants",17182,2013-07-22
2736,2013-04-01,2013-06-30,11650,"one way flight to chicago",471,2013-05-29,"CDN Program Implementation City meeting and Program Implementation","City Meeting and Program Implementation along with coordination of Consultant work",17182,2013-07-22
2737,2013-04-01,2013-06-30,11650,"Hotel Accommodations",257,2013-05-29,"CDN Program Implementation","City Meetying and Program Implementation",17182,2013-07-22
2738,2013-04-01,2013-06-30,11650,"Hotel Accommodations",464,2013-06-05,"CDN Program Implementation","City Meeting and Program Implementation and coordination of consultants",17182,2013-07-22
2739,2013-04-01,2013-06-30,11650,"Hotel Accommodations",787,2013-06-11,"CDN Program Implementation","City Meeting and Program Implementation and submission of Permits",17182,2013-07-22
2740,2013-04-01,2013-06-30,11650,"Hotel Accommodations",774,2013-06-18,"CDN Program Implementation","City Meeting and Program Implementation and coordiantion of consultants",17182,2013-07-22
2741,2013-04-01,2013-06-30,11650,"Flight  to market",985,2013-06-05,"CDN Program Implementation","City meeting and Program Implementation and corrdination of consultant",17182,2013-07-22
2742,2013-04-01,2013-06-30,11650,"Flight to market",995,2013-06-11,"CDN Program Implementation","City meeting and Program Implementation and consultant coordination",17182,2013-07-22
2743,2013-04-01,2013-06-30,11650,"Flight to market",941,2013-06-18,"CDN Program Implementation","City meetings and Program implementation and coordination of consultants",17182,2013-07-22
2744,2013-04-01,2013-06-30,11363,"City Digital Network Program Implementation Meetings",1978,2013-04-03,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2013-07-22
2745,2013-04-01,2013-06-30,11363,"City Digital Network Program Implementation Meetings",671,2013-04-18,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2013-07-22
2746,2013-04-01,2013-06-30,11363,"CityDigital Network Program Implementation Meetings",1670,2013-04-29,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2013-07-22
2747,2013-04-01,2013-06-30,11363,"City Digital Network Program Implementation Meetings and Uptown Theatre Meeting",2183,2013-05-09,"City Digital Network Program Implementation Meetings & Uptown Theatre Meeting","Travel Expenses",16623,2013-07-22
2748,2013-04-01,2013-06-30,11363,"City Digital Network Program Implementation Meetings",8664,2013-05-28,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2013-07-22
2749,2013-04-01,2013-06-30,11363,"City Digital Network Program Implementation Meetings and Discussion of Various Out-of-Home Initiatives",2013,2013-06-13,"City Digital Network Program Implementation Meetings & Discussion of Various Out-of-Home Initiaves","Travel Expenses",16623,2013-07-22
2750,2013-04-01,2013-06-30,11363,"City Digital Network Program Implementation Meetings",3407,2013-06-27,"City Digital Network Program Implementation Meetings","Travel Expenses",16623,2013-07-22
2761,2013-01-01,2013-03-31,14442,"Special Use for 2033 W. North",525,2013-04-15,"Filing Fee","City of Chicago",17292,2013-07-29
2762,2013-01-01,2013-03-31,14442,"Special Use 91t & Brandon",525,2013-03-14,"Filing Fee","City of Chicago",17286,2013-07-29
2763,2013-01-01,2013-03-31,14442,"PD for 26th & Kostner",1525,2013-01-09,"Filing Fee","City of Chicago",17290,2013-07-29
2764,2013-01-01,2013-03-31,14442,"Rezoning 2101 N. California",1025,2013-01-09,"filing fee","City of Chicago",17287,2013-07-29
2765,2013-01-01,2013-03-31,14443,"Special Use 91t & Brandon",525,2013-03-14,"Filing Fee","City of Chicago",17286,2013-07-29
2766,2013-01-01,2013-03-31,14443,"Rezoning 2101 N. California",1025,2013-01-09,"filing fee","City of Chicago",17287,2013-07-29
2767,2013-01-01,2013-03-31,14443,"PD for 26th & Kostner",1525,2013-01-09,"Filing Fee","City of Chicago",17290,2013-07-29
2768,2013-01-01,2013-03-31,14443,"Special Use for 2033 W. North",525,2013-04-15,"Filing Fee","City of Chicago",17292,2013-07-29
2769,2013-01-01,2013-03-31,14444,"Special Use 91t & Brandon",525,2013-03-14,"Filing Fee","City of Chicago",17286,2013-07-29
2770,2013-01-01,2013-03-31,14444,"Rezoning 2101 N. California",1025,2013-01-09,"filing fee","City of Chicago",17287,2013-07-29
2771,2013-01-01,2013-03-31,14444,"PD for 26th & Kostner",1525,2013-01-09,"Filing Fee","City of Chicago",17290,2013-07-29
2772,2013-01-01,2013-03-31,14444,"Special Use for 2033 W. North",525,2013-04-15,"Filing Fee","City of Chicago",17292,2013-07-29
2773,2013-01-01,2013-03-31,14461,"admin -",350,2013-01-01,"lobbyist fee","City of chicago",17362,2013-07-30
2781,2013-01-01,2013-03-31,14521,admin,320,2013-03-01,"search fee","Property Insight 171 N Clark St.  Chicago, IL  60601",18481,2013-08-01
2782,2013-01-01,2013-03-31,14521,admin,1025,2013-03-01,"application fee","City of Chicago",18481,2013-08-01
2783,2013-01-01,2013-03-31,14521,admin,1025,2013-03-01,"application fee","City of Chjicago",18482,2013-08-01
2784,2013-01-01,2013-03-31,14521,admin,320,2013-03-01,"search fee","Property Insight 171 N Clark St.  Chicago, IL  60601",18482,2013-08-01
2785,2013-01-01,2013-03-31,14521,admin,320,2013-02-01,"search fee","Property Insight",18484,2013-08-01
2786,2013-01-01,2013-03-31,14521,admin,750,2013-02-25,"expert fee","Paul Hoznicki",18484,2013-08-01
2787,2013-01-01,2013-03-31,14521,admin,525,2013-02-01,"application fee","city of chicago",18484,2013-08-01
2788,2013-01-01,2013-03-31,14521,"special use",1500,2013-01-21,"Expert Fee","Paul Woznicki",17227,2013-08-01
2789,2013-01-01,2013-03-31,14521,"special use",525,2013-01-21,"Application fee","Dept of Revenue",17227,2013-08-01
2790,2013-04-01,2013-06-30,14521,survey,660,2013-02-08,Survey,"Professionals Associated Survey 7100 N Tripp Lincolnwood, IL",19242,2013-08-01
2791,2013-04-01,2013-06-30,14521,"zoning labels",320,2013-04-10,"mailing labels","Property Insight 171 N Clark St.  Chicago, IL  60601",19242,2013-08-01
2792,2013-04-01,2013-06-30,14521,"zoning change",1025,2013-04-08,"zoning change","City of Chicago",19242,2013-08-01
2793,2013-04-01,2013-06-30,14521,"special use zoning",1025,2013-05-01,"zoning application","City of Chicago",19241,2013-08-01
2794,2013-04-01,2013-06-30,14521,"zoning labels",320,2013-05-01,"mailing labels","Property Insight",19241,2013-08-01
2801,2013-01-01,2013-03-31,14921,"Filing Fee",275,2013-03-01,"Filing Fee","City of Chicago",17402,2013-08-26
2802,2013-04-01,2013-06-30,14921,"CITY OF CHICAGO",275,2013-04-12,"FILING FEE","CITY OF CHICAGO",18226,2013-08-26
2803,2013-04-01,2013-06-30,14921,"City of Chicago",525,2013-04-17,"Filinf Fee","City of Chicago",18225,2013-08-26
2804,2013-01-01,2013-03-31,14921,"Filing Fee",1025,2013-02-13,"Filing Fee","City of Chicago",17297,2013-08-26
2805,2013-01-01,2013-03-31,14921,"Filing Fee",1025,2013-02-13,"Filing Fee","City of Chicago",17298,2013-08-26
2806,2013-01-01,2013-03-31,14921,"Filing Fee",525,2013-02-15,"Filing Fee","City of Chicago",17388,2013-08-26
